product_name,product_price,rate,review,summary,sentiment
Wireless Earbuds,866.81,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,884.88,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,849.64,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,162.63,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Bluetooth Speaker,801.11,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,722.7,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,166.87,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,23.77,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,62.27,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
4K Monitor,431.25,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,101.06,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,689.22,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Mechanical Keyboard,934.16,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
4K Monitor,379.87,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Fitness Band,487.92,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,934.19,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Laptop Pro,612.55,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,883.89,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Wireless Earbuds,221.91,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
4K Monitor,576.66,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
4K Monitor,710.64,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Fitness Band,470.63,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,299.42,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Bluetooth Speaker,619.72,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Wireless Earbuds,152.33,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,257.4,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,914.65,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,739.29,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,56.72,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartwatch,120.39,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,645.59,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
4K Monitor,379.31,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Gaming Mouse,811.95,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Fitness Band,616.41,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,100.7,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,262.04,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Bluetooth Speaker,617.58,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
4K Monitor,582.99,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Bluetooth Speaker,813.11,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Smartwatch,798.38,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
4K Monitor,400.47,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Gaming Mouse,244.88,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Mechanical Keyboard,682.73,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,541.15,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,330.28,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,702.19,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,683.48,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,968.73,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Laptop Pro,839.84,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Fitness Band,794.41,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,611.02,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Gaming Mouse,460.09,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Tablet Plus,917.16,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
4K Monitor,866.5,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,365.91,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,396.56,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Gaming Mouse,152.65,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Wireless Earbuds,468.78,5,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
Smartphone X,540.85,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,274.81,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Fitness Band,554.73,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
4K Monitor,592.59,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Smartphone X,202.6,5,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Tablet Plus,244.16,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartwatch,551.2,4,Works perfectly and the build quality is excellent.,"Great product, highly satisfied",positive
Mechanical Keyboard,846.42,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,283.89,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
4K Monitor,571.61,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
4K Monitor,279.03,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Mechanical Keyboard,973.8,4,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Wireless Earbuds,464.03,4,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
Bluetooth Speaker,42.49,5,I am very satisfied with this purchase. Highly recommended!,"Great product, highly satisfied",positive
4K Monitor,245.59,5,Great value for money. Performance is top-notch and very reliable.,"Great product, highly satisfied",positive
Smartphone X,266.45,4,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Laptop Pro,347.53,5,Fantastic quality and design. Will definitely buy again.,"Great product, highly satisfied",positive
Tablet Plus,203.94,4,Absolutely loved this product! It works flawlessly and exceeded my expectations.,"Great product, highly satisfied",positive
